date,open,high,low,close,volume,value
2026-07-26 09:00:00,3419.0,3990.0,3270.0,3345.0,30439161.64567287,110456498827.03549
2026-07-27 09:00:00,3343.0,3405.0,2386.0,2399.0,18651601.66358708,52586444197.15444
2026-07-28 09:00:00,2399.0,2560.0,2104.0,2252.0,17587637.48814438,40928278275.18636
2026-07-29 09:00:00,2257.0,2771.0,2245.0,2379.0,25633189.31146529,64199793752.365906
2026-07-30 09:00:00,2379.0,2379.0,2026.0,2090.0,8818477.85166933,18931361368.358673
2026-07-31 09:00:00,2090.0,2303.0,1921.0,1953.0,12641591.65218729,26460835941.59813
2026-08-01 09:00:00,1952.0,2460.0,1880.0,2189.0,20950294.72272281,45801052738.80291
2026-08-02 09:00:00,2189.0,2410.0,2013.0,2021.0,18351963.07396036,41036881059.19368
2026-08-03 09:00:00,2020.0,2213.0,1950.0,2101.0,10560658.14675897,21976171702.27842
2026-08-04 09:00:00,2101.0,2179.0,1994.0,2021.0,5790753.31062303,12060599780.25415
2026-08-05 09:00:00,2021.0,2145.0,1969.0,1988.0,5472689.84848801,11228025862.306463
2026-08-06 09:00:00,1988.0,2020.0,1834.0,1854.0,2612123.97786061,4969621633.134251
2026-08-07 09:00:00,1853.0,1860.0,1716.0,1764.0,1676347.87215825,2978554137.9230165
2026-08-08 09:00:00,1764.0,1771.0,1664.0,1691.0,1293158.43913357,2211986993.519302
2026-08-09 09:00:00,1691.0,1718.0,1601.0,1657.0,2792584.11470559,4634625730.219119
2026-08-10 09:00:00,1657.0,1786.0,1651.0,1704.0,5209425.56217353,8988129507.134928
2026-08-11 09:00:00,1700.0,1830.0,1593.0,1623.0,5392189.88942872,9319131043.540842
2026-08-12 09:00:00,1618.0,1726.0,1550.0,1656.0,3364978.11846101,5457584495.11511
2026-08-13 09:00:00,1656.0,1724.0,1577.0,1593.0,2003535.88599248,3330787199.520572
2026-08-14 09:00:00,1598.0,1725.0,1545.0,1707.0,1962129.85128134,3225634741.311492
2026-08-15 09:00:00,1706.0,1730.0,1610.0,1615.0,831135.42489473,1397777472.8932102
2026-08-16 09:00:00,1614.0,1650.0,1569.0,1575.0,477834.6925055,767188192.499221
2026-08-17 09:00:00,1575.0,1795.0,1485.0,1592.0,7120537.47519815,11753636319.937923
2026-08-18 09:00:00,1592.0,1706.0,1545.0,1639.0,5160650.78746978,8391306153.288002
2026-08-19 09:00:00,1639.0,1830.0,1630.0,1721.0,4281764.540185,7359989735.030536
2026-08-20 09:00:00,1726.0,1809.0,1646.0,1674.0,2310932.59603916,4002954883.8731985
2026-08-21 09:00:00,1669.0,1895.0,1616.0,1839.0,2291786.38569318,3999903906.1898737
2026-08-22 09:00:00,1840.0,1912.0,1605.0,1748.0,1663189.23585167,3026496085.6376705
2026-08-23 09:00:00,1748.0,2056.0,1687.0,1831.0,6465647.31390156,11948892406.760592
