date,open,high,low,close,volume,value
2025-07-20 09:00:00,280.2,297.0,280.2,293.7,11315982.04495359,3262474048.0020804
2025-07-21 09:00:00,292.8,296.9,288.6,295.5,4156475.07672825,1219755764.6441996
2025-07-22 09:00:00,295.7,296.9,281.0,291.8,4671957.0820088,1347252169.5562136
2025-07-23 09:00:00,291.8,305.8,266.0,274.8,32734390.49358465,9663736970.069067
2025-07-24 09:00:00,274.8,280.0,252.2,266.7,4971879.67167566,1326406065.8008952
2025-07-25 09:00:00,266.6,271.8,259.1,271.8,2410831.23520185,637818587.1820315
2025-07-26 09:00:00,270.9,272.7,265.2,268.2,1553585.49185032,418450712.03768647
2025-07-27 09:00:00,268.2,275.8,267.6,274.3,1620074.09658018,439687791.6079908
2025-07-28 09:00:00,274.6,277.0,256.4,257.7,2776728.40569803,744223788.8200685
2025-07-29 09:00:00,256.6,263.0,250.0,254.9,2368448.90814382,607881075.8651704
2025-07-30 09:00:00,254.9,254.9,244.3,253.0,3358726.44443105,837961278.6806085
2025-07-31 09:00:00,253.0,257.0,243.0,244.0,2645628.15442553,663801366.6814548
2025-08-01 09:00:00,244.0,244.0,233.2,237.0,2591640.01248887,620671984.2290744
2025-08-02 09:00:00,237.0,242.0,230.0,233.0,1345504.19576005,317498218.9301492
2025-08-03 09:00:00,233.0,240.0,229.0,240.0,1263468.65733973,296065020.7751408
2025-08-04 09:00:00,239.0,245.0,237.0,245.0,1095307.7317792,263248252.62506595
2025-08-05 09:00:00,244.0,254.0,238.0,243.0,27084258.52549276,6750550889.631861
2025-08-06 09:00:00,243.0,251.0,231.0,240.0,7324196.39690064,1754781491.2509696
2025-08-07 09:00:00,240.0,245.0,238.0,245.0,2838314.24446117,685853084.5470095
2025-08-08 09:00:00,244.0,253.0,241.0,253.0,3113719.9622592,766175487.296347
2025-08-09 09:00:00,253.0,259.0,251.0,256.0,3507678.31740816,893974800.5306759
2025-08-10 09:00:00,255.0,260.0,247.0,250.0,2848514.27491503,719842538.7203119
2025-08-11 09:00:00,250.0,253.0,240.0,240.0,2996266.92578508,735251259.8985089
2025-08-12 09:00:00,240.0,248.0,233.0,246.0,2334856.45864426,561392608.9536535
2025-08-13 09:00:00,247.0,250.0,244.0,249.0,2395477.92729794,591973236.3918555
2025-08-14 09:00:00,249.0,251.0,231.0,235.0,4277971.89326014,1032379690.4270469
2025-08-15 09:00:00,235.0,240.0,229.0,235.0,2057962.10082794,483164811.070495
2025-08-16 09:00:00,236.0,243.0,234.0,242.0,5176288.58348667,1233573553.8091133
2025-08-17 09:00:00,242.0,245.0,238.0,240.0,1515959.97479128,367106979.85713637
2025-08-18 09:00:00,239.0,239.0,229.0,235.0,2199544.6777036,511618940.95968056
2025-08-19 09:00:00,235.0,240.0,228.0,229.0,2823521.39463357,664026116.552041
2025-08-20 09:00:00,229.0,242.0,228.0,240.0,2182948.21665712,516075828.64657044
2025-08-21 09:00:00,239.0,253.0,238.0,250.0,13262856.61529526,3281875929.3462424
2025-08-22 09:00:00,251.0,253.0,233.0,252.0,7921719.657405,1937782453.6962383
2025-08-23 09:00:00,252.0,265.0,251.0,252.0,13408880.28424081,3456355291.098887
2025-08-24 09:00:00,252.0,270.0,245.0,264.0,15103293.77660634,3889753072.4975457
2025-08-25 09:00:00,264.0,322.0,260.0,278.0,275250764.69381833,80797259430.17992
2025-08-26 09:00:00,278.0,278.0,253.0,255.0,34725456.9346029,9026878970.636385
2025-08-27 09:00:00,254.0,260.0,240.0,243.0,17564330.49773006,4344373112.169734
2025-08-28 09:00:00,242.0,244.0,237.0,240.0,9705971.5666442,2333735408.0967994
2025-08-29 09:00:00,240.0,243.0,227.0,233.0,13898762.34727521,3258837341.7242265
2025-08-30 09:00:00,233.0,242.0,232.0,236.0,16385129.92335696,3890669434.9307265
2025-08-31 09:00:00,236.0,239.0,231.0,232.0,4819006.72045157,1135222155.4152646
2025-09-01 09:00:00,231.0,234.0,222.0,226.0,7637577.11102061,1740946618.7650566
2025-09-02 09:00:00,226.0,231.0,223.0,228.0,3350061.8212964,761574487.9425468
2025-09-03 09:00:00,228.0,232.0,225.0,231.0,2152544.11881905,491282633.1735256
2025-09-04 09:00:00,231.0,234.0,225.0,228.0,4216090.4487696,964915438.8207085
2025-09-05 09:00:00,227.0,231.0,225.0,230.0,2578986.86153511,589466413.8009678
2025-09-06 09:00:00,230.0,234.0,230.0,233.0,2789139.15435282,647818683.9010396
2025-09-07 09:00:00,232.0,237.0,231.0,235.0,1872215.10740995,437436817.88475555
2025-09-08 09:00:00,236.0,237.0,233.0,236.0,1938379.32517213,455607457.32990676
2025-09-09 09:00:00,236.0,241.0,232.0,235.0,3643920.24033398,860730442.9325845
2025-09-10 09:00:00,236.0,238.0,235.0,238.0,2047244.21293391,484444101.377334
2025-09-11 09:00:00,238.0,239.0,233.0,237.0,2626394.49530303,620243617.0131761
2025-09-12 09:00:00,238.0,240.0,235.0,239.0,2457974.83310068,583349688.8425442
2025-09-13 09:00:00,239.0,242.0,236.0,242.0,3412472.8627638,818022144.9557786
2025-09-14 09:00:00,241.0,242.0,233.0,236.0,2906961.36051103,691518449.0312449
2025-09-15 09:00:00,236.0,237.0,227.0,230.0,3198610.77530886,742711318.1265886
2025-09-16 09:00:00,231.0,233.0,228.0,233.0,1351575.76860119,310911000.92954826
2025-09-17 09:00:00,233.0,237.0,229.0,237.0,1566638.85233356,363312945.2327196
2025-09-18 09:00:00,237.0,239.0,235.0,238.0,1743097.35092006,412125625.8895773
2025-09-19 09:00:00,237.0,239.0,230.0,230.0,2273599.61576656,533896660.6114359
2025-09-20 09:00:00,230.0,233.0,230.0,231.0,1099774.83914492,254144655.10137105
2025-09-21 09:00:00,231.0,233.0,229.0,230.0,1415255.36145537,326417909.69964135
2025-09-22 09:00:00,229.0,230.0,217.0,220.0,5408877.35189781,1197811549.4367054
2025-09-23 09:00:00,220.0,222.0,216.0,221.0,2391702.75946986,523603597.04875046
2025-09-24 09:00:00,221.0,227.0,217.0,223.0,1603263.09906947,355893584.4857599
2025-09-25 09:00:00,224.0,224.0,212.0,214.0,3643923.16488931,790931115.2508618
2025-09-26 09:00:00,213.0,220.0,213.0,220.0,2412022.67453996,521075261.4384578
2025-09-27 09:00:00,220.0,220.0,215.0,216.0,758487.35826755,164974586.06921327
2025-09-28 09:00:00,215.0,221.0,212.0,220.0,1075478.57595623,231308909.17666903
2025-09-29 09:00:00,220.0,220.0,213.0,215.0,1372051.21599557,296976969.50944054
2025-09-30 09:00:00,215.0,219.0,209.0,212.0,3112777.89810399,662589842.2554262
2025-10-01 09:00:00,211.0,223.0,211.0,223.0,2139734.60158561,461941802.25192344
2025-10-02 09:00:00,222.0,227.0,220.0,224.0,2572535.80945591,575767619.4459862
2025-10-03 09:00:00,224.0,227.0,220.0,224.0,1565441.15096931,348666891.95965904
2025-10-04 09:00:00,224.0,224.0,217.0,219.0,986122.00116291,217004864.34123382
2025-10-05 09:00:00,219.0,224.0,215.0,217.0,1361852.43118351,299661304.2228851
2025-10-06 09:00:00,217.0,222.0,216.0,220.0,845702.24836206,185357427.82598993
2025-10-07 09:00:00,221.0,222.0,212.0,212.0,1888811.7497145,410885973.8700702
2025-10-08 09:00:00,214.0,219.0,212.0,218.0,3965273.02330758,854876743.6629951
2025-10-09 09:00:00,218.0,220.0,213.0,217.0,3483061.7017474,753689303.8325936
2025-10-10 09:00:00,217.0,219.0,165.0,178.0,7620935.7814219,1534725108.342231
2025-10-11 09:00:00,180.0,187.0,171.0,181.0,6801293.18603757,1223561954.1863842
2025-10-12 09:00:00,181.0,195.0,175.0,193.0,2121256.63008907,392318526.0666003
2025-10-13 09:00:00,193.0,201.0,189.0,200.0,2663424.91339038,517816631.61707586
2025-10-14 09:00:00,200.0,201.0,185.0,194.0,2613448.91288005,501235924.8277311
2025-10-15 09:00:00,194.0,197.0,187.0,188.0,1342144.62435779,257658986.91690165
2025-10-16 09:00:00,188.0,192.0,180.0,182.0,1379056.31021336,257057817.87079993
2025-10-17 09:00:00,182.0,185.0,168.0,179.0,3470637.101189,602028811.2721188
2025-10-18 09:00:00,177.0,180.0,176.0,179.0,1060562.35642061,189084599.1005502
2025-10-19 09:00:00,179.0,183.0,174.0,181.0,860016.32691957,153949587.36739022
2025-10-20 09:00:00,180.0,184.0,177.0,180.0,1561692.56077363,280676048.2030474
2025-10-21 09:00:00,179.0,185.0,173.0,176.0,1991398.76019737,355402800.417802
2025-10-22 09:00:00,175.0,178.0,166.0,169.0,1229842.59955924,212130315.79250842
2025-10-23 09:00:00,169.0,175.0,169.0,173.0,1366304.73369943,234757871.20527402
2025-10-24 09:00:00,173.0,176.0,171.0,174.0,717522.72461805,124733275.71842638
2025-10-25 09:00:00,174.0,174.0,170.0,171.0,585941.85156155,100719000.54950339
2025-10-26 09:00:00,172.0,180.0,171.0,180.0,4442737.72858488,779468106.4960412
2025-10-27 09:00:00,180.0,180.0,172.0,173.0,2927988.09482962,514162987.2371256
2025-10-28 09:00:00,173.0,174.0,167.0,170.0,1707409.52512922,291265410.30827636
2025-10-29 09:00:00,170.0,173.0,167.0,169.0,1971719.55405383,335113548.0071748
2025-10-30 09:00:00,170.0,173.0,157.0,162.0,2934067.30368104,484796676.0431745
2025-10-31 09:00:00,161.0,164.0,160.0,162.0,1036281.6027883,167596007.30321044
2025-11-01 09:00:00,163.0,170.0,162.0,169.0,1328493.72098064,220950500.59340405
2025-11-02 09:00:00,169.0,170.0,163.0,167.0,982762.14617366,164486425.24142167
2025-11-03 09:00:00,167.0,167.0,139.0,143.0,4216940.47785532,628472165.0974782
2025-11-04 09:00:00,143.0,150.0,138.0,147.0,6007166.19225575,867846320.1576793
2025-11-05 09:00:00,147.0,151.0,137.0,151.0,2332768.07466605,338407206.61266464
2025-11-06 09:00:00,150.0,154.0,147.0,152.0,1620920.42787588,243973013.16728148
2025-11-07 09:00:00,151.0,173.0,151.0,169.0,3865411.20944348,629406462.2315041
2025-11-08 09:00:00,169.0,172.0,160.0,166.0,2760439.47955712,453007679.22607064
2025-11-09 09:00:00,165.0,167.0,160.0,163.0,1101334.72417745,179911950.43764985
2025-11-10 09:00:00,163.0,166.0,159.0,164.0,1544087.27100955,251072697.3928034
2025-11-11 09:00:00,164.0,190.0,161.0,163.0,26849114.59287806,4665843083.742212
2025-11-12 09:00:00,163.0,178.0,160.0,170.0,13336594.01786087,2276051610.3985596
2025-11-13 09:00:00,170.0,170.0,157.0,161.0,4570536.31928842,748655179.2117543
2025-11-14 09:00:00,160.0,161.0,152.0,155.0,1991228.53920338,311649654.7424239
2025-11-15 09:00:00,155.0,160.0,155.0,159.0,603348.26704721,94950382.47452201
2025-11-16 09:00:00,159.0,159.0,148.0,153.0,1109500.67609751,169180775.39957154
2025-11-17 09:00:00,152.0,156.0,147.0,150.0,1289412.75460428,196235903.49731758
2025-11-18 09:00:00,150.0,153.0,147.0,151.0,1569563.63426886,233729217.6747979
